Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2023-01-04,St. Mary's Clinic,Neurology,Los Angeles,61+,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2023-01-28,City Hospital,Orthopedics,Chicago,61+,4
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2022-02-23,Central Health Care,Neurology,Chicago,61+,1
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2018-07-15,St. Mary's Clinic,Pediatrics,New York,18-25,4
The hospital has clean and modern facilities/excellent services.,Positive,1,2021-10-12,St. Mary's Clinic,Orthopedics,Los Angeles,18-25,5
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-03-02,Central Health Care,Pediatrics,Los Angeles,41-60,1
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2019-08-13,St. Mary's Clinic,Emergency,Chicago,26-40,4
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-07-11,Central Health Care,Cardiology,Los Angeles,18-25,4
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2019-04-25,St. Mary's Clinic,Cardiology,New York,61+,1
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2020-04-01,Central Health Care,Pediatrics,Chicago,61+,4
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2019-03-18,St. Mary's Clinic,Cardiology,New York,61+,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-06-08,City Hospital,Neurology,Chicago,18-25,1
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2021-01-25,St. Mary's Clinic,Pediatrics,Houston,26-40,5
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2021-06-01,St. Mary's Clinic,Pediatrics,New York,61+,4
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2020-04-20,City Hospital,Orthopedics,Phoenix,41-60,2
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2021-10-30,City Hospital,Orthopedics,Phoenix,41-60,5
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2020-09-22,St. Mary's Clinic,Emergency,Los Angeles,41-60,3
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2023-12-08,St. Mary's Clinic,Pediatrics,Phoenix,41-60,4
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2021-01-18,St. Mary's Clinic,Emergency,Los Angeles,18-25,3
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2021-05-05,St. Mary's Clinic,Neurology,Phoenix,61+,2
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1,2023-01-30,St. Mary's Clinic,Pediatrics,Phoenix,26-40,4
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2023-09-20,St. Mary's Clinic,Pediatrics,Phoenix,26-40,3
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2021-08-31,St. Mary's Clinic,Cardiology,Phoenix,26-40,3
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2023-02-05,Central Health Care,Emergency,Los Angeles,41-60,5
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2019-11-28,Central Health Care,Emergency,Los Angeles,26-40,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2020-05-29,City Hospital,Neurology,Phoenix,26-40,3
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2023-06-07,St. Mary's Clinic,Pediatrics,Houston,18-25,5
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2022-08-17,City Hospital,Neurology,Chicago,26-40,4
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-08-27,St. Mary's Clinic,Cardiology,Los Angeles,18-25,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2021-05-30,Central Health Care,Neurology,Phoenix,18-25,1
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2023-12-13,Greenwood Medical Center,Neurology,Los Angeles,41-60,1
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2021-07-19,Greenwood Medical Center,Pediatrics,Houston,61+,2
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2019-02-12,Central Health Care,Emergency,New York,61+,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2019-10-08,Central Health Care,Pediatrics,Houston,41-60,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2023-06-07,City Hospital,Neurology,Los Angeles,61+,4
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2018-04-13,Greenwood Medical Center,Pediatrics,Phoenix,18-25,4
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2022-06-30,St. Mary's Clinic,Pediatrics,Phoenix,61+,1
The treatment was effective/comprehensive/excellent.,Positive,1,2018-03-19,Central Health Care,Neurology,Chicago,61+,3
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2020-05-07,City Hospital,Cardiology,Houston,26-40,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2020-11-17,City Hospital,Orthopedics,Houston,61+,4
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2023-03-23,Greenwood Medical Center,Orthopedics,Chicago,26-40,3
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2022-11-04,Greenwood Medical Center,Neurology,Chicago,61+,3
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2022-02-03,Greenwood Medical Center,Cardiology,Phoenix,26-40,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-09-06,City Hospital,Pediatrics,Houston,61+,4
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2023-03-04,City Hospital,Emergency,Houston,18-25,3
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2021-06-25,St. Mary's Clinic,Orthopedics,Los Angeles,18-25,5
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2023-02-01,St. Mary's Clinic,Emergency,Phoenix,61+,3
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2021-05-04,St. Mary's Clinic,Cardiology,Los Angeles,61+,4
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2021-03-26,St. Mary's Clinic,Emergency,Phoenix,18-25,3
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2019-06-20,City Hospital,Cardiology,Los Angeles,41-60,5
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2020-06-26,St. Mary's Clinic,Pediatrics,Chicago,61+,5
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2019-02-26,Central Health Care,Neurology,Los Angeles,61+,3
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2023-01-14,Central Health Care,Cardiology,Phoenix,61+,3
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2018-05-26,City Hospital,Orthopedics,Chicago,61+,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2018-02-10,St. Mary's Clinic,Emergency,Houston,61+,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2023-06-02,Central Health Care,Emergency,New York,26-40,4
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2022-06-05,Central Health Care,Neurology,Chicago,18-25,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-07-25,Central Health Care,Cardiology,New York,41-60,1
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2019-03-09,City Hospital,Orthopedics,Phoenix,26-40,1
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2018-08-30,Central Health Care,Emergency,New York,18-25,3
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2022-07-11,City Hospital,Neurology,Chicago,41-60,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2021-07-06,St. Mary's Clinic,Cardiology,Los Angeles,26-40,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2021-09-02,St. Mary's Clinic,Orthopedics,Phoenix,41-60,2
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2022-12-29,St. Mary's Clinic,Neurology,New York,26-40,3
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2019-11-13,Greenwood Medical Center,Orthopedics,Chicago,61+,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2021-06-27,Greenwood Medical Center,Pediatrics,New York,61+,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2023-12-08,City Hospital,Pediatrics,Chicago,26-40,4
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2023-07-19,St. Mary's Clinic,Pediatrics,Houston,41-60,3
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2021-10-20,Central Health Care,Neurology,Chicago,18-25,1
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2018-11-17,Central Health Care,Cardiology,Phoenix,18-25,4
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2018-06-25,St. Mary's Clinic,Emergency,New York,41-60,1
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2019-12-14,Central Health Care,Orthopedics,Los Angeles,61+,4
The hospital has clean and modern facilities/excellent services.,Positive,1,2018-09-02,Central Health Care,Orthopedics,Chicago,26-40,3
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2022-06-16,St. Mary's Clinic,Emergency,New York,61+,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2020-01-12,St. Mary's Clinic,Neurology,New York,18-25,3
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2018-10-06,Greenwood Medical Center,Neurology,Phoenix,26-40,4
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2019-05-20,St. Mary's Clinic,Orthopedics,Chicago,26-40,2
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2020-05-06,Greenwood Medical Center,Neurology,Los Angeles,61+,2
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2019-07-01,Greenwood Medical Center,Pediatrics,Chicago,61+,2
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2023-05-27,Central Health Care,Neurology,New York,18-25,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2020-07-10,City Hospital,Pediatrics,Houston,26-40,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2021-04-29,City Hospital,Emergency,Los Angeles,26-40,1
The hospital has clean and modern facilities/excellent services.,Positive,1,2018-04-03,St. Mary's Clinic,Neurology,Phoenix,61+,1
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2018-07-20,St. Mary's Clinic,Neurology,Los Angeles,61+,5
I had to wait for hours/a long time before being attended to.,Negative,0,2019-12-02,Greenwood Medical Center,Cardiology,Los Angeles,18-25,4
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2020-11-26,Central Health Care,Pediatrics,Chicago,41-60,5
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2023-07-04,Greenwood Medical Center,Orthopedics,Los Angeles,18-25,2
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2020-11-01,St. Mary's Clinic,Neurology,Los Angeles,41-60,1
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2018-08-18,Central Health Care,Neurology,Phoenix,18-25,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2021-08-25,Greenwood Medical Center,Pediatrics,New York,18-25,5
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2019-11-12,City Hospital,Neurology,Houston,41-60,3
The hospital has clean and modern facilities/excellent services.,Positive,1,2021-04-21,Central Health Care,Pediatrics,Los Angeles,41-60,1
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2020-06-25,Central Health Care,Cardiology,Houston,18-25,1
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2023-01-31,Greenwood Medical Center,Orthopedics,New York,41-60,4
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2018-12-25,Central Health Care,Emergency,Houston,41-60,1
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2023-03-26,City Hospital,Orthopedics,Los Angeles,18-25,1
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-09-06,Greenwood Medical Center,Cardiology,Houston,26-40,3
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-05-31,Central Health Care,Cardiology,Houston,26-40,2
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-07-04,St. Mary's Clinic,Neurology,Houston,18-25,1
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2022-02-02,City Hospital,Emergency,Phoenix,61+,1
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2023-05-05,Central Health Care,Pediatrics,Houston,41-60,2
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2020-07-14,Greenwood Medical Center,Orthopedics,Houston,61+,4
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2020-05-03,City Hospital,Orthopedics,Los Angeles,26-40,4
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2019-07-22,St. Mary's Clinic,Neurology,Los Angeles,18-25,1
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2019-11-05,Greenwood Medical Center,Emergency,Houston,41-60,2
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2021-05-05,Central Health Care,Neurology,New York,18-25,2
I had to wait for hours/a long time before being attended to.,Negative,0,2020-09-16,Central Health Care,Cardiology,Houston,41-60,1
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0,2023-02-12,Central Health Care,Emergency,Houston,26-40,3
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2018-02-19,St. Mary's Clinic,Cardiology,Phoenix,61+,3
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2018-09-19,St. Mary's Clinic,Orthopedics,Phoenix,61+,5
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2020-10-19,Central Health Care,Emergency,Los Angeles,61+,5
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2019-03-17,Greenwood Medical Center,Neurology,Los Angeles,18-25,1
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0,2022-02-10,Central Health Care,Cardiology,New York,18-25,4
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2020-01-21,Central Health Care,Pediatrics,Chicago,41-60,3
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2022-08-30,St. Mary's Clinic,Neurology,Chicago,26-40,4
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2021-05-23,City Hospital,Neurology,Los Angeles,41-60,2
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2022-05-14,Greenwood Medical Center,Pediatrics,Houston,41-60,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2023-04-22,City Hospital,Orthopedics,Houston,41-60,3
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2019-12-12,Greenwood Medical Center,Emergency,New York,26-40,3
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2022-11-30,St. Mary's Clinic,Orthopedics,Houston,18-25,4
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2021-05-20,Greenwood Medical Center,Cardiology,Phoenix,26-40,4
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2018-10-25,Central Health Care,Orthopedics,Houston,61+,5
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2021-10-29,Central Health Care,Emergency,Houston,26-40,2
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2023-12-10,Greenwood Medical Center,Cardiology,Los Angeles,26-40,4
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2018-10-18,City Hospital,Emergency,Chicago,26-40,3
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2023-04-26,St. Mary's Clinic,Pediatrics,Chicago,41-60,1
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2021-02-06,Central Health Care,Pediatrics,Houston,18-25,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2021-09-13,Central Health Care,Cardiology,Chicago,61+,3
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2023-02-14,Greenwood Medical Center,Pediatrics,New York,18-25,4
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2023-09-24,Greenwood Medical Center,Cardiology,Houston,41-60,2
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2023-05-15,City Hospital,Orthopedics,Houston,41-60,5
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2018-03-07,Greenwood Medical Center,Emergency,Houston,61+,5
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2023-08-29,Central Health Care,Emergency,New York,26-40,5
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2020-10-31,Central Health Care,Pediatrics,Chicago,26-40,1
I am very satisfied with the care/service I received here.,Positive,1,2023-02-23,Central Health Care,Neurology,Los Angeles,41-60,5
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2020-10-12,St. Mary's Clinic,Emergency,Houston,26-40,4
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2023-02-02,Greenwood Medical Center,Pediatrics,New York,18-25,5
I had to wait for hours/a long time before being attended to.,Negative,0,2018-12-12,Central Health Care,Cardiology,New York,18-25,3
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0,2018-09-21,St. Mary's Clinic,Orthopedics,Chicago,26-40,4
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2022-05-02,Central Health Care,Pediatrics,Los Angeles,61+,2
I had an amazing/wonderful/great experience at this hospital.,Positive,1,2019-07-23,St. Mary's Clinic,Orthopedics,Los Angeles,61+,4
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2021-12-05,City Hospital,Cardiology,New York,41-60,2
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2020-01-02,Central Health Care,Neurology,Los Angeles,26-40,5
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2022-02-24,City Hospital,Orthopedics,Phoenix,26-40,5
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2022-03-10,St. Mary's Clinic,Pediatrics,New York,26-40,5
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2019-11-15,St. Mary's Clinic,Cardiology,Phoenix,26-40,1
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2022-12-12,Central Health Care,Cardiology,New York,18-25,5
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1,2023-03-13,City Hospital,Cardiology,Los Angeles,61+,2
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1,2019-04-21,Central Health Care,Orthopedics,New York,61+,4
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1,2018-12-17,Greenwood Medical Center,Emergency,New York,41-60,5
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2023-03-16,Greenwood Medical Center,Cardiology,Chicago,61+,2
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2021-03-20,City Hospital,Orthopedics,Phoenix,41-60,1
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2019-03-14,City Hospital,Neurology,Chicago,26-40,2
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2021-11-10,City Hospital,Orthopedics,New York,26-40,5
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2022-03-16,Central Health Care,Orthopedics,Houston,18-25,1
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2019-07-24,Greenwood Medical Center,Cardiology,Chicago,61+,5
The hospital has clean and modern facilities/excellent services.,Positive,1,2019-07-06,City Hospital,Cardiology,Chicago,41-60,4
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2020-05-24,St. Mary's Clinic,Emergency,New York,61+,3
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0,2021-05-27,City Hospital,Pediatrics,Chicago,61+,2
The staff was extremely helpful/very professional/polite and kind.,Positive,1,2018-07-20,Greenwood Medical Center,Neurology,Phoenix,61+,5
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1,2018-08-14,Central Health Care,Cardiology,Los Angeles,18-25,5
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2018-05-11,Central Health Care,Orthopedics,Chicago,41-60,4
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0,2018-11-27,Central Health Care,Emergency,Los Angeles,41-60,4
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0,2022-04-23,St. Mary's Clinic,Cardiology,Phoenix,41-60,5
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2022-12-09,Greenwood Medical Center,Neurology,Phoenix,26-40,4
The nurses were kind/supportive/professional throughout my stay.,Positive,1,2023-12-28,St. Mary's Clinic,Pediatrics,Houston,41-60,3
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0,2019-02-14,City Hospital,Pediatrics,Chicago,61+,2
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0,2019-10-15,City Hospital,Pediatrics,Los Angeles,61+,5
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1,2020-12-19,St. Mary's Clinic,Orthopedics,Los Angeles,26-40,5
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1,2022-11-18,City Hospital,Orthopedics,New York,41-60,3
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2019-04-15,St. Mary's Clinic,Pediatrics,New York,18-25,3
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2021-09-12,City Hospital,Emergency,New York,61+,3
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2022-04-29,St. Mary's Clinic,Neurology,Chicago,61+,2
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2021-07-16,St. Mary's Clinic,Pediatrics,Houston,18-25,3
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0,2020-09-29,Central Health Care,Cardiology,Houston,18-25,2
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0,2020-10-05,Central Health Care,Orthopedics,Chicago,41-60,1
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1,2020-10-08,Central Health Care,Pediatrics,Houston,61+,5
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1,2020-10-29,Greenwood Medical Center,Cardiology,Houston,26-40,3
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2020-03-18,City Hospital,Neurology,New York,26-40,4
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2019-04-07,St. Mary's Clinic,Pediatrics,Chicago,41-60,1
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2021-12-10,Greenwood Medical Center,Cardiology,New York,61+,2
I had to wait for hours/a long time before being attended to.,Negative,0,2019-09-02,Central Health Care,Neurology,New York,61+,1
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2018-08-21,Central Health Care,Cardiology,Los Angeles,41-60,2
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0,2018-08-25,Greenwood Medical Center,Emergency,Los Angeles,61+,2
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0,2020-02-15,St. Mary's Clinic,Orthopedics,Houston,26-40,2
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0,2020-05-05,Greenwood Medical Center,Pediatrics,Los Angeles,18-25,4
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1,2021-08-14,City Hospital,Pediatrics,Phoenix,41-60,1
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0,2018-05-28,Central Health Care,Orthopedics,Phoenix,41-60,1
The facilities were outdated/poorly maintained/unsanitary.,Negative,0,2019-04-26,City Hospital,Neurology,New York,61+,2
The hygiene in the hospital was poor/lacking/below standard.,Negative,0,2019-07-03,City Hospital,Pediatrics,New York,18-25,2
I had to wait for hours/a long time before being attended to.,Negative,0,2020-06-19,St. Mary's Clinic,Neurology,Houston,18-25,1
The hospital staff were rude/unprofessional/unhelpful.,Negative,0,2021-09-18,St. Mary's Clinic,Orthopedics,Los Angeles,61+,4
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1,2021-04-07,Greenwood Medical Center,Orthopedics,New York,61+,3
I was impressed by the compassion/care/dedication of the staff.,Positive,1,2019-07-18,Central Health Care,Orthopedics,Phoenix,18-25,5
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1,2018-11-05,Greenwood Medical Center,Emergency,Phoenix,61+,5
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0,2019-05-22,Central Health Care,Orthopedics,Chicago,41-60,3
