Review Text,Sentiment,Feedback,Review Date,Hospital Name,Department,Reviewer Location,Reviewer Age Group,Rating
I had to wait for hours/a long time before being attended to.,Negative,0.0,2020-09-29,City Hospital,Pediatrics,Chicago,26-40,5.0
I am very satisfied with the care/service I received here.,Positive,1.0,2021-08-01,Greenwood Medical Center,Cardiology,Phoenix,61+,5.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2019-10-26,Central Health Care,Orthopedics,New York,61+,
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2020-02-11,City Hospital,Orthopedics,Los Angeles,61+,
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,,1.0,2020-08-06,,Cardiology,Houston,,
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2023-02-04,City Hospital,Neurology,New York,26-40,5.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2019-01-01,Greenwood Medical Center,Pediatrics,Houston,18-25,4.0
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,2018-03-13,St. Mary's Clinic,Neurology,New York,26-40,4.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2021-03-04,,Orthopedics,Chicago,18-25,
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2019-08-03,Central Health Care,Cardiology,New York,18-25,2.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2023-10-14,,Neurology,Chicago,41-60,2.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2020-03-13,City Hospital,Cardiology,Phoenix,61+,4.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,,Greenwood Medical Center,Emergency,New York,41-60,5.0
I was impressed by the compassion/care/dedication of the staff.,Positive,1.0,2019-02-09,Greenwood Medical Center,Orthopedics,Phoenix,41-60,5.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",,1.0,2020-11-22,Greenwood Medical Center,Orthopedics,Houston,18-25,2.0
I had an amazing/wonderful/great experience at this hospital.,Positive,1.0,2018-12-21,Central Health Care,Emergency,New York,41-60,3.0
The treatment was effective/comprehensive/excellent.,Positive,1.0,2020-09-12,Central Health Care,Cardiology,Chicago,26-40,2.0
The facilities were outdated/poorly maintained/unsanitary.,Negative,0.0,2022-03-07,City Hospital,,Los Angeles,18-25,3.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2021-09-11,Central Health Care,Cardiology,Chicago,18-25,1.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2019-12-27,Greenwood Medical Center,Neurology,Houston,61+,
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2023-08-29,Central Health Care,Pediatrics,Los Angeles,18-25,3.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2018-12-10,City Hospital,Pediatrics,New York,26-40,1.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2020-01-03,St. Mary's Clinic,Cardiology,New York,26-40,1.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0.0,2020-07-02,St. Mary's Clinic,Neurology,Los Angeles,,2.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2019-08-17,City Hospital,Pediatrics,Phoenix,61+,5.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2021-05-07,Central Health Care,Emergency,Phoenix,61+,1.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2023-04-01,City Hospital,Pediatrics,Houston,41-60,5.0
"The hospital charged unexpected fees/hidden costs, adding stress to my visit. On the bright side, the nurses were kind and helpful.",Negative,1.0,2021-01-25,Central Health Care,,,41-60,5.0
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve. I would not visit this hospital again due to the poor service.,Negative,0.0,2021-01-04,Central Health Care,Orthopedics,Chicago,61+,1.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for. On the bright side, the nurses were kind and helpful.",,1.0,2019-03-23,Central Health Care,Neurology,Phoenix,26-40,5.0
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1.0,2022-12-12,,Pediatrics,Houston,18-25,5.0
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1.0,2021-04-17,City Hospital,Pediatrics,Houston,,5.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2020-02-07,City Hospital,Cardiology,Chicago,61+,3.0
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,,,Greenwood Medical Center,Cardiology,Houston,41-60,3.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2022-02-24,Greenwood Medical Center,Orthopedics,Chicago,18-25,5.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2023-06-29,City Hospital,Orthopedics,Houston,61+,3.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2023-10-23,Greenwood Medical Center,Neurology,Los Angeles,61+,3.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2021-07-01,Greenwood Medical Center,Neurology,,18-25,4.0
,Negative,0.0,2019-05-26,City Hospital,Neurology,New York,61+,1.0
,Negative,0.0,2019-03-28,Central Health Care,Emergency,Chicago,26-40,2.0
The hospital staff were rude/unprofessional/unhelpful.,Negative,0.0,2021-05-10,,,Phoenix,18-25,2.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,,2020-01-26,City Hospital,Pediatrics,Phoenix,18-25,5.0
The facilities were outdated/poorly maintained/unsanitary.,Negative,0.0,2018-12-11,Central Health Care,Neurology,Houston,61+,3.0
The treatment was effective/comprehensive/excellent.,Positive,1.0,2020-02-21,Greenwood Medical Center,Pediatrics,Phoenix,18-25,1.0
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,,2019-07-29,St. Mary's Clinic,Orthopedics,New York,41-60,1.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2019-08-10,Greenwood Medical Center,Pediatrics,New York,41-60,3.0
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1.0,2021-05-27,St. Mary's Clinic,Pediatrics,Phoenix,41-60,5.0
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0.0,2018-01-08,St. Mary's Clinic,Cardiology,Los Angeles,41-60,2.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2018-08-05,Central Health Care,Cardiology,Los Angeles,18-25,4.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2021-12-11,City Hospital,Pediatrics,Chicago,61+,5.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2020-12-20,Greenwood Medical Center,Orthopedics,Houston,,3.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2020-01-03,St. Mary's Clinic,Orthopedics,Los Angeles,26-40,1.0
The staff was extremely helpful/very professional/polite and kind.,Positive,,2019-04-18,St. Mary's Clinic,Orthopedics,Phoenix,61+,5.0
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,,2022-03-21,Greenwood Medical Center,Neurology,New York,61+,3.0
,Negative,0.0,2020-08-07,St. Mary's Clinic,,Houston,61+,4.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2022-06-20,Central Health Care,Pediatrics,New York,18-25,1.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",,1.0,2023-01-26,Greenwood Medical Center,Cardiology,Los Angeles,26-40,3.0
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1.0,2023-07-16,St. Mary's Clinic,Emergency,Chicago,18-25,2.0
,Negative,0.0,2019-11-07,Greenwood Medical Center,Pediatrics,Houston,61+,3.0
I am very satisfied with the care/service I received here.,Positive,1.0,2019-06-21,St. Mary's Clinic,Pediatrics,Houston,18-25,4.0
The staff was extremely helpful/very professional/polite and kind.,Positive,1.0,2018-08-19,St. Mary's Clinic,Orthopedics,Chicago,41-60,4.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2020-07-14,Central Health Care,Cardiology,Houston,26-40,2.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2019-01-08,City Hospital,Orthopedics,Los Angeles,41-60,2.0
The treatment was effective/comprehensive/excellent.,Positive,1.0,2022-07-15,Greenwood Medical Center,,New York,41-60,4.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2021-12-03,Greenwood Medical Center,Neurology,Phoenix,41-60,1.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2021-12-21,Greenwood Medical Center,Neurology,Chicago,18-25,4.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2018-02-14,St. Mary's Clinic,Neurology,Los Angeles,18-25,
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1.0,2020-07-18,,Neurology,New York,18-25,2.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2022-08-23,Central Health Care,Emergency,New York,18-25,1.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean. I would not visit this hospital again due to the poor service.",Negative,0.0,,Greenwood Medical Center,Neurology,Phoenix,41-60,
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2023-12-03,City Hospital,Orthopedics,Chicago,41-60,3.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2020-11-09,City Hospital,Pediatrics,,41-60,2.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2020-12-08,,Cardiology,Houston,61+,
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2021-03-10,City Hospital,Pediatrics,Los Angeles,61+,1.0
I was impressed by the compassion/care/dedication of the staff.,Positive,1.0,2018-04-05,St. Mary's Clinic,Orthopedics,New York,18-25,3.0
The doctors were attentive/thorough/understanding and explained everything clearly/in detail.,Positive,1.0,2019-07-27,Greenwood Medical Center,Emergency,Chicago,26-40,2.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2020-06-12,City Hospital,Neurology,Chicago,61+,2.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2020-09-04,City Hospital,Cardiology,New York,41-60,4.0
Satisfactory service.,Positive,1.0,2023-10-09,City Hospital,Orthopedics,Los Angeles,26-40,2.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2020-10-19,Central Health Care,Cardiology,Chicago,26-40,5.0
I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs.,Negative,0.0,2023-04-18,Central Health Care,Pediatrics,New York,26-40,5.0
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay. However, I was frustrated by the long waiting time.",Positive,0.0,2022-07-15,Central Health Care,Emergency,Houston,18-25,1.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2020-06-23,Central Health Care,Neurology,Phoenix,41-60,2.0
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0.0,2021-09-08,Greenwood Medical Center,Pediatrics,Los Angeles,41-60,4.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2020-07-12,,Cardiology,New York,41-60,3.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2021-12-01,Greenwood Medical Center,Cardiology,Los Angeles,61+,4.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2019-01-22,Central Health Care,Pediatrics,Houston,61+,3.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2018-07-06,Greenwood Medical Center,Cardiology,New York,26-40,1.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2020-10-14,City Hospital,Neurology,Los Angeles,61+,2.0
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1.0,2022-03-23,Greenwood Medical Center,Orthopedics,Los Angeles,26-40,5.0
Satisfactory service.,Positive,1.0,2021-04-08,Greenwood Medical Center,Neurology,Houston,61+,3.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2021-10-29,St. Mary's Clinic,Emergency,,18-25,4.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2018-09-01,St. Mary's Clinic,Pediatrics,,26-40,3.0
I had an amazing/wonderful/great experience at this hospital.,Positive,1.0,2023-12-09,Greenwood Medical Center,Neurology,Los Angeles,26-40,1.0
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0.0,2023-06-27,City Hospital,Emergency,Chicago,18-25,2.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2018-11-06,St. Mary's Clinic,Cardiology,Chicago,18-25,5.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2022-03-18,St. Mary's Clinic,,Chicago,18-25,2.0
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable. On the bright side, the nurses were kind and helpful.",Negative,1.0,2022-06-29,St. Mary's Clinic,,,26-40,4.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2019-02-15,Greenwood Medical Center,Neurology,Los Angeles,26-40,1.0
I had an amazing/wonderful/great experience at this hospital.,Positive,1.0,2022-03-15,City Hospital,Emergency,Los Angeles,61+,3.0
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0.0,,Central Health Care,Pediatrics,Los Angeles,41-60,2.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2023-01-12,City Hospital,Emergency,Phoenix,18-25,5.0
I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment.,Positive,1.0,2021-10-11,St. Mary's Clinic,Pediatrics,Houston,41-60,5.0
Very disappointing.,,0.0,2019-09-19,Greenwood Medical Center,Orthopedics,Phoenix,18-25,3.0
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0.0,2019-09-26,City Hospital,Pediatrics,Phoenix,41-60,3.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,,St. Mary's Clinic,Neurology,New York,26-40,2.0
Satisfactory service.,Positive,1.0,2021-05-25,St. Mary's Clinic,Cardiology,Chicago,61+,
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2023-01-21,St. Mary's Clinic,Pediatrics,Los Angeles,26-40,1.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2020-09-08,Central Health Care,Orthopedics,Chicago,18-25,2.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,2022-07-05,St. Mary's Clinic,Emergency,Chicago,41-60,5.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,,2021-08-09,St. Mary's Clinic,Cardiology,New York,18-25,4.0
The hospital has clean and modern facilities/excellent services.,Positive,1.0,2022-09-29,,Orthopedics,New York,61+,1.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2022-04-17,Central Health Care,Emergency,Chicago,26-40,5.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable. Overall, I would recommend this hospital to others.",Positive,1.0,2019-09-28,City Hospital,Emergency,New York,26-40,1.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0.0,2018-07-07,City Hospital,Pediatrics,New York,41-60,2.0
I was impressed by the compassion/care/dedication of the staff.,Positive,1.0,2018-09-17,City Hospital,Neurology,Los Angeles,41-60,2.0
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,,2018-02-15,Greenwood Medical Center,Orthopedics,Phoenix,26-40,1.0
"The billing process was confusing/stressful/unorganized, and it took too long.",Negative,0.0,,Central Health Care,Neurology,Houston,61+,5.0
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay. However, I was frustrated by the long waiting time.",Positive,0.0,2019-02-09,Greenwood Medical Center,Orthopedics,Phoenix,61+,1.0
The hygiene in the hospital was poor/lacking/below standard.,Negative,0.0,2018-01-10,Greenwood Medical Center,Orthopedics,Chicago,41-60,4.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2020-03-05,City Hospital,Emergency,Houston,26-40,4.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2018-07-12,Central Health Care,Orthopedics,Houston,26-40,1.0
,Positive,1.0,2022-08-28,Central Health Care,Orthopedics,,18-25,1.0
Satisfactory service.,Positive,1.0,2021-07-14,Central Health Care,Cardiology,Houston,41-60,3.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2021-04-24,City Hospital,Neurology,New York,41-60,5.0
"The rooms were dirty/noisy/poorly maintained, making it hard to recover.",Negative,0.0,2019-01-12,Greenwood Medical Center,Neurology,Chicago,26-40,2.0
Satisfactory service.,Positive,1.0,2019-09-09,Central Health Care,Orthopedics,Chicago,18-25,4.0
,Negative,0.0,2022-06-26,City Hospital,Emergency,Los Angeles,26-40,4.0
The facilities were outdated/poorly maintained/unsanitary.,Negative,0.0,2022-12-08,,Emergency,New York,61+,1.0
"I felt at ease with the welcoming/comfortable environment at the hospital, which made a challenging time much easier.",Positive,1.0,2019-08-21,Greenwood Medical Center,Neurology,Chicago,61+,1.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for.",Negative,0.0,2023-09-06,City Hospital,Pediatrics,Chicago,26-40,1.0
My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless.,Positive,1.0,2022-04-11,City Hospital,Neurology,Houston,41-60,4.0
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0.0,2022-12-27,Greenwood Medical Center,Pediatrics,New York,61+,3.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2018-09-04,St. Mary's Clinic,Orthopedics,Los Angeles,61+,4.0
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0.0,2019-01-15,St. Mary's Clinic,Orthopedics,Chicago,26-40,5.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2022-09-02,Greenwood Medical Center,Emergency,Houston,41-60,2.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,2023-04-18,Central Health Care,Orthopedics,Houston,,2.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2022-08-26,St. Mary's Clinic,Orthopedics,Houston,26-40,2.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,1.0,2020-09-09,St. Mary's Clinic,Pediatrics,New York,26-40,2.0
"The hospital was state-of-the-art/modern/clean, which made my stay feel safe and comfortable.",Positive,,2021-01-31,St. Mary's Clinic,Cardiology,Los Angeles,18-25,5.0
"My experience was disappointing. I had to wait several hours/over a day before seeing a doctor, and the wait was unbearable.",Negative,0.0,2022-07-02,Greenwood Medical Center,Pediatrics,Chicago,26-40,4.0
I had an amazing/wonderful/great experience at this hospital.,Positive,1.0,2018-09-20,St. Mary's Clinic,Cardiology,Chicago,18-25,4.0
,Positive,1.0,2020-03-01,St. Mary's Clinic,Emergency,Chicago,41-60,2.0
The hospital has clean and modern facilities/excellent services.,Positive,1.0,2021-08-05,St. Mary's Clinic,Orthopedics,New York,61+,2.0
The speed and efficiency of the hospital staff were impressive. My admission and discharge were smooth and quick.,Positive,1.0,2022-12-04,Greenwood Medical Center,Pediatrics,Houston,,5.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2021-03-30,Greenwood Medical Center,Emergency,Los Angeles,41-60,1.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2019-05-25,City Hospital,Neurology,Chicago,61+,2.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2021-10-27,Greenwood Medical Center,Neurology,New York,41-60,5.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2021-05-16,City Hospital,Pediatrics,Los Angeles,26-40,1.0
I felt very supported by the caring/compassionate doctors who took time to explain my treatment plan thoroughly.,Positive,1.0,2023-07-29,Central Health Care,Emergency,Los Angeles,61+,1.0
"The room was small/uncomfortable/poorly maintained, making it difficult to recover. The staff didn't seem to care about the conditions.",Negative,0.0,,Greenwood Medical Center,Pediatrics,Chicago,26-40,1.0
The treatment was effective/comprehensive/excellent.,,1.0,2022-04-25,Central Health Care,Neurology,Chicago,18-25,5.0
"The billing process was confusing/stressful/unorganized, and it took too long. On the bright side, the nurses were kind and helpful.",Negative,1.0,2021-07-14,City Hospital,Pediatrics,Houston,61+,4.0
The hygiene in the hospital was poor/lacking/below standard.,,0.0,2023-03-08,Greenwood Medical Center,Neurology,New York,61+,5.0
"I was frustrated by the unfriendly/apathetic attitude of the hospital staff. They were not attentive to my needs. On the bright side, the nurses were kind and helpful.",Negative,1.0,2021-12-21,Greenwood Medical Center,Cardiology,New York,41-60,4.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery.",Positive,1.0,2021-05-01,Greenwood Medical Center,Cardiology,Chicago,26-40,1.0
"The process was smooth/quick/efficient, and the staff made it hassle-free.",Positive,1.0,2021-05-30,City Hospital,Neurology,Los Angeles,26-40,3.0
"The nurses were incredibly attentive/supportive, ensuring I had everything I needed for a smooth recovery. However, I was frustrated by the long waiting time.",Positive,0.0,2021-10-08,City Hospital,Neurology,Phoenix,61+,3.0
"I am grateful for the exceptional follow-up care I received. The team was dedicated/attentive to ensuring I was doing well after my treatment. Overall, I would recommend this hospital to others.",Positive,1.0,2018-02-07,Central Health Care,Orthopedics,Los Angeles,41-60,1.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2020-08-02,Greenwood Medical Center,Neurology,Chicago,18-25,5.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,2018-01-29,Greenwood Medical Center,Cardiology,Chicago,41-60,2.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2022-12-11,St. Mary's Clinic,Emergency,Houston,18-25,5.0
"I had to wait several hours/a long time for a nurse to attend to my needs, which made me feel neglected.",Negative,0.0,2020-02-22,Central Health Care,Pediatrics,Los Angeles,18-25,2.0
The hospital staff were rude/unprofessional/unhelpful.,Negative,0.0,,St. Mary's Clinic,Cardiology,Los Angeles,41-60,3.0
"The hospital charged unexpected fees/hidden costs, adding stress to my visit.",Negative,0.0,2023-12-03,City Hospital,Orthopedics,Los Angeles,26-40,5.0
,Positive,1.0,2020-02-28,Greenwood Medical Center,Cardiology,Houston,26-40,2.0
"The staff was extremely helpful/very professional/polite and kind. Overall, I would recommend this hospital to others.",Positive,1.0,2018-09-06,City Hospital,Orthopedics,Los Angeles,41-60,
"My experience here was wonderful/positive/stress-free. The staff went out of their way to make everything seamless. Overall, I would recommend this hospital to others.",Positive,1.0,2021-04-20,St. Mary's Clinic,Orthopedics,New York,18-25,2.0
The staff was extremely helpful/very professional/polite and kind.,Positive,1.0,2021-10-12,Central Health Care,Pediatrics,,41-60,5.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2023-03-12,Central Health Care,Cardiology,New York,18-25,2.0
Satisfactory service.,Positive,1.0,2022-05-28,St. Mary's Clinic,Pediatrics,Los Angeles,61+,4.0
"The process was smooth/quick/efficient, and the staff made it hassle-free. However, I was frustrated by the long waiting time.",Positive,0.0,2023-09-18,Central Health Care,Orthopedics,Houston,41-60,1.0
"The hospital’s hygiene was unacceptable. The restrooms were filthy, and I saw several areas of the hospital that were not clean.",Negative,0.0,2022-06-12,Central Health Care,Emergency,Chicago,61+,1.0
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0.0,2022-04-24,Greenwood Medical Center,Orthopedics,Los Angeles,61+,5.0
"The hospital lacked organization, and communication between departments was poor. This led to delays and unnecessary stress.",Negative,0.0,2019-02-01,Greenwood Medical Center,Neurology,Phoenix,41-60,1.0
The facilities were outdated/poorly maintained/unsanitary.,,0.0,2018-08-11,Central Health Care,Emergency,Phoenix,61+,5.0
"The treatment felt rushed/inadequate/neglected, and I didn’t feel cared for. I would not visit this hospital again due to the poor service.",Negative,0.0,2022-11-09,City Hospital,Pediatrics,Chicago,41-60,3.0
The billing department caused major issues with incorrect/confusing invoices that were difficult to resolve.,Negative,0.0,2023-07-07,Greenwood Medical Center,Orthopedics,Los Angeles,26-40,5.0
I had to wait for hours/a long time before being attended to.,Negative,0.0,2019-08-06,St. Mary's Clinic,,New York,41-60,1.0
"The doctors were highly experienced/skilled, and they answered all my questions with patience and professionalism.",Positive,1.0,2018-01-09,St. Mary's Clinic,Cardiology,New York,,4.0
The staff seemed disinterested/unavailable/inattentive during my visit.,Negative,0.0,2022-03-16,Central Health Care,Pediatrics,Los Angeles,41-60,1.0
Communication from the hospital staff was excellent. They were responsive/informative and kept me in the loop at all times.,Positive,1.0,,St. Mary's Clinic,Emergency,Chicago,41-60,2.0
"The hospital staff was helpful/kind/professional, and they made sure I was comfortable during my entire stay.",Positive,1.0,2021-10-12,St. Mary's Clinic,Cardiology,Chicago,18-25,3.0
"I was impressed by the compassion/care/dedication of the staff. Overall, I would recommend this hospital to others.",Positive,1.0,2022-10-05,Central Health Care,Pediatrics,Los Angeles,26-40,3.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,2018-06-03,City Hospital,Cardiology,,61+,2.0
,Positive,0.0,2019-05-18,Central Health Care,Pediatrics,Phoenix,41-60,3.0
"The medical equipment seemed outdated/poorly maintained, which left me questioning the quality of care I was receiving.",Negative,0.0,2019-02-08,St. Mary's Clinic,Orthopedics,Chicago,41-60,5.0
"I was misdiagnosed and given unnecessary treatments, causing me further complications. The care provided was inadequate.",Negative,0.0,2020-11-28,City Hospital,,Chicago,41-60,1.0
The nurses were kind/supportive/professional throughout my stay.,Positive,1.0,2018-01-04,City Hospital,Orthopedics,Los Angeles,26-40,4.0
"The doctor did not take time to explain my condition, and I left feeling confused and uninformed about my treatment.",Negative,0.0,2019-09-25,City Hospital,Neurology,New York,18-25,
The hospital staff were rude/unprofessional/unhelpful.,Negative,0.0,2023-01-12,Greenwood Medical Center,Pediatrics,Chicago,26-40,5.0
The treatment was effective/comprehensive/excellent.,Positive,1.0,2020-05-19,St. Mary's Clinic,Emergency,Los Angeles,18-25,4.0
